,idade,profissao,estado_civil,educacao,inadimplente,emprestimo_moradia,emprestimo_pessoal,meio_contato,mes,dia_da_semana,duracao,qtd_contatos_campanha,dias_ultimo_contato,qtd_contatos_total,campanha_anterior,indice_precos_consumidor,indice_confianca_consumidor,numero_empregados,resultado
17529,53,4,1,2,,2,1,1,2,1,153,1,999,0,1,93.918,-42.7,5228.1,1
17530,41,3,3,4,1,2,1,1,2,1,112,2,999,0,1,93.918,-42.7,5228.1,1
17531,40,2,1,4,1,1,1,1,2,1,674,2,999,0,1,93.918,-42.7,5228.1,1
17532,37,1,1,1,1,1,1,2,2,1,1009,5,999,0,1,93.918,-42.7,5228.1,2
17533,55,8,1,,,1,1,1,2,1,136,3,999,0,1,93.918,-42.7,5228.1,1
17534,54,1,1,1,,2,1,1,2,1,121,2,999,0,1,93.918,-42.7,5228.1,1
17535,40,8,1,,,2,1,2,2,1,81,2,999,0,1,93.918,-42.7,5228.1,1
17536,42,5,3,1,,2,1,1,2,1,141,3,999,0,1,93.918,-42.7,5228.1,1
17537,44,4,3,2,1,2,1,1,2,1,158,5,999,0,1,93.918,-42.7,5228.1,1
17538,48,3,1,,1,2,1,1,2,1,1096,2,999,0,1,93.918,-42.7,5228.1,2
17539,42,8,1,1,1,,,1,2,1,624,3,999,0,1,93.918,-42.7,5228.1,1
17540,43,5,1,1,,1,1,1,2,1,93,2,999,0,1,93.918,-42.7,5228.1,1
17541,49,3,1,4,1,2,1,1,2,1,534,3,999,0,1,93.918,-42.7,5228.1,1
17542,43,10,3,3,1,1,1,1,2,1,117,2,999,0,1,93.918,-42.7,5228.1,1
17543,54,9,3,5,1,2,2,1,2,1,78,3,999,0,1,93.918,-42.7,5228.1,1
17544,37,2,1,3,1,2,1,1,2,1,247,3,999,0,1,93.918,-42.7,5228.1,1
17545,45,4,1,1,,2,1,2,2,1,317,8,999,0,1,93.918,-42.7,5228.1,1
17546,53,1,3,2,1,2,1,2,2,1,75,3,999,0,1,93.918,-42.7,5228.1,1
17547,53,5,1,,1,2,2,1,2,1,88,9,999,0,1,93.918,-42.7,5228.1,1
17548,56,4,3,1,1,2,1,1,2,1,63,5,999,0,1,93.918,-42.7,5228.1,1
17549,43,2,1,3,1,2,1,1,2,1,318,7,999,0,1,93.918,-42.7,5228.1,1
17550,30,1,1,,1,1,1,1,2,1,246,3,999,0,1,93.918,-42.7,5228.1,1
17551,52,1,3,1,1,2,1,1,2,1,867,2,999,0,1,93.918,-42.7,5228.1,2
17552,43,10,3,3,1,2,2,2,2,1,41,2,999,0,1,93.918,-42.7,5228.1,1
17553,48,,1,,,2,1,1,2,1,207,7,999,0,1,93.918,-42.7,5228.1,1
17554,56,4,3,2,,2,1,1,2,1,761,8,999,0,1,93.918,-42.7,5228.1,1
17555,41,1,1,2,1,2,2,1,2,1,234,15,999,0,1,93.918,-42.7,5228.1,1
17556,36,5,2,1,1,1,1,1,2,1,310,5,999,0,1,93.918,-42.7,5228.1,1
17557,48,8,1,2,,2,2,1,2,1,88,3,999,0,1,93.918,-42.7,5228.1,1
17558,45,1,1,2,1,2,2,1,2,1,283,4,999,0,1,93.918,-42.7,5228.1,1
17559,42,1,2,3,,2,1,1,2,1,418,3,999,0,1,93.918,-42.7,5228.1,1
17560,45,8,3,1,1,1,1,1,2,1,179,8,999,0,1,93.918,-42.7,5228.1,1
17561,39,1,2,2,1,1,1,1,2,1,419,7,999,0,1,93.918,-42.7,5228.1,1
17562,43,9,1,5,1,2,1,1,2,1,88,4,999,0,1,93.918,-42.7,5228.1,1
17563,53,5,3,2,1,1,1,1,2,1,121,2,999,0,1,93.918,-42.7,5228.1,1
17564,56,2,3,,1,1,1,1,2,1,42,3,999,0,1,93.918,-42.7,5228.1,1
17565,41,4,1,2,,1,2,2,2,1,187,11,999,0,1,93.918,-42.7,5228.1,1
17566,48,1,2,1,1,2,2,1,2,1,141,7,999,0,1,93.918,-42.7,5228.1,1
17567,53,1,1,1,1,2,1,1,2,1,320,3,999,0,1,93.918,-42.7,5228.1,1
17568,42,3,3,4,1,2,2,1,2,1,154,5,999,0,1,93.918,-42.7,5228.1,1
17569,41,1,1,2,1,1,1,1,2,1,339,8,999,0,1,93.918,-42.7,5228.1,1
17570,54,1,3,2,1,1,1,1,2,1,493,5,999,0,1,93.918,-42.7,5228.1,1
17571,43,1,1,2,1,1,2,1,2,1,551,3,999,0,1,93.918,-42.7,5228.1,2
17572,50,8,1,4,1,2,2,1,2,1,106,2,999,0,1,93.918,-42.7,5228.1,1
17573,44,1,1,1,1,2,2,1,2,1,239,4,999,0,1,93.918,-42.7,5228.1,1
17574,39,3,2,1,,1,1,1,2,1,644,3,999,0,1,93.918,-42.7,5228.1,1
17575,57,6,1,1,1,2,1,1,2,1,322,11,999,0,1,93.918,-42.7,5228.1,1
17576,54,1,3,,1,2,2,1,2,1,269,7,999,0,1,93.918,-42.7,5228.1,1
17577,38,1,1,1,1,2,1,1,2,1,124,3,999,0,1,93.918,-42.7,5228.1,1
17578,39,3,2,1,,2,1,1,2,1,333,4,999,0,1,93.918,-42.7,5228.1,1
17579,53,1,1,2,1,1,1,1,2,1,180,5,999,0,1,93.918,-42.7,5228.1,1
17580,32,2,2,5,1,1,1,1,2,1,160,4,999,0,1,93.918,-42.7,5228.1,1
17581,47,4,3,2,1,2,1,1,2,1,192,19,999,0,1,93.918,-42.7,5228.1,1
17582,49,5,1,1,,2,1,2,2,1,182,12,999,0,1,93.918,-42.7,5228.1,1
17583,36,9,1,5,1,2,1,1,2,1,76,2,999,0,1,93.918,-42.7,5228.1,1
17584,50,8,3,1,,2,1,1,2,1,433,4,999,0,1,93.918,-42.7,5228.1,1
17585,56,3,3,6,1,2,1,1,2,1,120,4,999,0,1,93.918,-42.7,5228.1,1
17586,27,1,1,2,1,2,1,1,2,1,290,2,999,0,1,93.918,-42.7,5228.1,1
17587,57,1,1,1,1,2,1,1,2,1,118,4,999,0,1,93.918,-42.7,5228.1,1
17588,39,1,3,2,1,2,1,1,2,1,58,5,999,0,1,93.918,-42.7,5228.1,1
17589,46,1,1,2,1,2,1,1,2,1,149,11,999,0,1,93.918,-42.7,5228.1,1
17590,40,1,3,1,1,1,1,1,2,1,114,4,999,0,1,93.918,-42.7,5228.1,1
17591,38,11,2,,,1,1,1,2,1,91,3,999,0,1,93.918,-42.7,5228.1,1
17592,43,10,3,3,1,1,1,1,2,1,398,7,999,0,1,93.918,-42.7,5228.1,1
17593,42,4,1,5,1,1,1,1,2,1,101,3,999,0,1,93.918,-42.7,5228.1,1
17594,56,2,3,,1,1,2,1,2,1,117,8,999,0,1,93.918,-42.7,5228.1,1
17595,47,4,1,6,1,2,1,1,2,1,159,10,999,0,1,93.918,-42.7,5228.1,1
17596,40,5,1,1,,2,1,1,2,1,37,12,999,0,1,93.918,-42.7,5228.1,1
17597,36,3,3,1,1,1,2,1,2,1,127,4,999,0,1,93.918,-42.7,5228.1,1
17598,43,9,1,5,1,1,1,1,2,1,90,6,999,0,1,93.918,-42.7,5228.1,1
17599,46,1,3,4,1,1,2,1,2,1,155,2,999,0,1,93.918,-42.7,5228.1,1
17600,37,4,1,2,1,1,2,1,2,1,264,5,999,0,1,93.918,-42.7,5228.1,1
17601,58,10,3,2,1,1,1,1,2,1,377,4,999,0,1,93.918,-42.7,5228.1,1
17602,57,6,1,2,1,1,1,1,2,1,73,2,999,0,1,93.918,-42.7,5228.1,1
17603,58,9,1,1,,2,1,1,2,1,71,6,999,0,1,93.918,-42.7,5228.1,1
17604,44,2,1,,,1,1,1,2,1,118,2,999,0,1,93.918,-42.7,5228.1,1
17605,58,1,1,1,,1,1,1,2,1,257,6,999,0,1,93.918,-42.7,5228.1,1
17606,30,1,1,,1,1,1,1,2,1,234,11,999,0,1,93.918,-42.7,5228.1,1
17607,49,2,3,6,,1,1,1,2,1,1065,3,999,0,1,93.918,-42.7,5228.1,2
17608,55,4,3,2,1,2,1,1,2,1,499,3,999,0,1,93.918,-42.7,5228.1,1
17609,30,1,1,,1,1,1,1,2,1,220,6,999,0,1,93.918,-42.7,5228.1,1
17610,30,1,1,,1,1,1,1,2,1,270,3,999,0,1,93.918,-42.7,5228.1,1
17611,55,2,3,5,1,2,1,1,2,1,213,3,999,0,1,93.918,-42.7,5228.1,1
17612,56,2,3,6,,1,1,2,2,1,1037,3,999,0,1,93.918,-42.7,5228.1,1
17613,36,9,1,5,1,1,1,1,2,1,262,4,999,0,1,93.918,-42.7,5228.1,1
17614,46,8,1,1,1,1,1,1,2,1,22,3,999,0,1,93.918,-42.7,5228.1,1
17615,53,5,1,,1,1,1,1,2,1,123,2,999,0,1,93.918,-42.7,5228.1,1
17616,46,5,1,3,,1,1,1,2,1,83,7,999,0,1,93.918,-42.7,5228.1,1
17617,47,2,3,3,1,2,2,1,2,1,138,3,999,0,1,93.918,-42.7,5228.1,1
17618,48,8,1,1,,1,1,1,2,1,191,2,999,0,1,93.918,-42.7,5228.1,1
17619,39,3,2,1,,2,1,1,2,1,267,5,999,0,1,93.918,-42.7,5228.1,1
17620,55,6,3,2,1,1,1,1,2,1,609,6,999,0,1,93.918,-42.7,5228.1,1
17621,53,6,3,3,1,1,1,2,2,1,313,16,999,0,1,93.918,-42.7,5228.1,1
17622,55,1,1,2,1,2,1,1,2,1,170,3,999,0,1,93.918,-42.7,5228.1,1
17623,57,6,2,,,1,1,1,2,1,117,5,999,0,1,93.918,-42.7,5228.1,1
17624,38,11,2,,,2,2,1,2,1,76,4,999,0,1,93.918,-42.7,5228.1,1
17625,48,6,1,5,,1,2,1,2,1,780,2,999,0,1,93.918,-42.7,5228.1,1
17626,52,7,1,3,1,2,1,1,2,1,165,5,999,0,1,93.918,-42.7,5228.1,1
17627,36,3,1,4,1,1,1,1,2,1,314,4,999,0,1,93.918,-42.7,5228.1,1
17628,48,9,1,1,1,2,1,1,2,1,306,6,999,0,1,93.918,-42.7,5228.1,1
17629,52,9,1,3,1,2,1,1,2,1,83,12,999,0,1,93.918,-42.7,5228.1,1
17630,47,4,1,6,1,2,1,1,2,1,320,3,999,0,1,93.918,-42.7,5228.1,1
17631,43,10,3,3,1,1,1,1,2,1,39,9,999,0,1,93.918,-42.7,5228.1,1
17632,58,3,3,,,2,1,1,2,1,341,12,999,0,1,93.918,-42.7,5228.1,1
17633,34,1,1,1,1,2,2,1,2,1,151,7,999,0,1,93.918,-42.7,5228.1,1
17634,57,6,1,2,1,1,1,1,2,1,377,2,999,0,1,93.918,-42.7,5228.1,1
17635,51,7,3,1,1,,,1,2,1,19,14,999,0,1,93.918,-42.7,5228.1,1
17636,41,1,1,2,1,2,2,1,2,1,76,3,999,0,1,93.918,-42.7,5228.1,1
17637,55,3,1,3,,2,1,1,2,1,72,6,999,0,1,93.918,-42.7,5228.1,1
17638,57,1,1,1,,2,1,1,2,1,194,24,999,0,1,93.918,-42.7,5228.1,1
17639,45,8,3,1,1,1,2,1,2,1,890,4,999,0,1,93.918,-42.7,5228.1,2
17640,43,4,1,2,1,2,2,2,2,1,118,8,999,0,1,93.918,-42.7,5228.1,1
17641,45,8,3,1,1,2,1,1,2,1,168,4,999,0,1,93.918,-42.7,5228.1,1
17642,58,3,1,4,1,1,2,2,2,1,76,18,999,0,1,93.918,-42.7,5228.1,1
17643,56,4,3,2,1,1,1,1,2,1,167,6,999,0,1,93.918,-42.7,5228.1,1
17644,48,1,2,1,1,1,1,1,2,1,472,3,999,0,1,93.918,-42.7,5228.1,1
17645,54,8,3,2,,1,1,2,2,1,178,4,999,0,1,93.918,-42.7,5228.1,1
17646,46,1,3,4,1,2,1,1,2,1,276,2,999,0,1,93.918,-42.7,5228.1,1
17647,49,3,1,1,1,1,1,1,2,1,147,15,999,0,1,93.918,-42.7,5228.1,1
17648,60,6,3,4,1,1,1,1,2,1,131,7,999,0,1,93.918,-42.7,5228.1,1
17649,56,2,3,3,1,2,2,1,2,1,123,3,999,0,1,93.918,-42.7,5228.1,1
17650,54,9,3,5,1,2,1,1,2,1,50,4,999,0,1,93.918,-42.7,5228.1,1
17651,50,1,3,1,,1,2,1,2,1,85,9,999,0,1,93.918,-42.7,5228.1,1
17652,41,,,,1,2,1,1,2,1,91,13,999,0,1,93.918,-42.7,5228.1,1
17653,53,2,1,2,1,2,1,1,2,1,209,4,999,0,1,93.918,-42.7,5228.1,1
17654,58,1,3,1,1,1,1,1,2,1,97,6,999,0,1,93.918,-42.7,5228.1,1
17655,50,1,1,1,1,1,1,2,2,1,1076,17,999,0,1,93.918,-42.7,5228.1,2
17656,46,8,1,1,1,2,1,1,2,1,152,4,999,0,1,93.918,-42.7,5228.1,1
17657,44,3,3,4,1,1,2,2,2,1,107,3,999,0,1,93.918,-42.7,5228.1,1
17658,42,9,1,3,,1,1,1,2,1,100,16,999,0,1,93.918,-42.7,5228.1,1
17659,46,5,1,3,,2,2,1,2,1,488,4,999,0,1,93.918,-42.7,5228.1,1
17660,43,10,3,3,1,2,1,1,2,1,265,4,999,0,1,93.918,-42.7,5228.1,1
17661,57,6,2,,,2,2,1,2,1,174,6,999,0,1,93.918,-42.7,5228.1,1
17662,40,2,1,3,,2,1,1,2,1,504,4,999,0,1,93.918,-42.7,5228.1,1
17663,26,1,2,1,1,1,1,2,2,1,127,7,999,0,1,93.918,-42.7,5228.1,1
17664,53,2,1,2,1,1,2,1,2,1,136,2,999,0,1,93.918,-42.7,5228.1,1
17665,55,4,3,2,1,1,1,1,2,1,164,7,999,0,1,93.918,-42.7,5228.1,1
17666,48,6,1,5,,1,1,1,2,1,110,4,999,0,1,93.918,-42.7,5228.1,1
17667,53,2,1,2,1,2,2,1,2,1,243,2,999,0,1,93.918,-42.7,5228.1,1
17668,36,9,1,5,1,2,2,1,2,1,120,6,999,0,1,93.918,-42.7,5228.1,1
17669,57,1,1,4,1,,,1,2,1,127,6,999,0,1,93.918,-42.7,5228.1,1
17670,42,9,1,5,,2,1,2,2,1,122,3,999,0,1,93.918,-42.7,5228.1,1
17671,40,1,3,1,1,1,1,1,2,1,206,10,999,0,1,93.918,-42.7,5228.1,1
17672,44,3,3,4,1,2,2,2,2,1,90,11,999,0,1,93.918,-42.7,5228.1,1
17673,48,6,1,5,,2,2,2,2,1,27,17,999,0,1,93.918,-42.7,5228.1,1
17674,39,1,3,2,1,1,1,2,2,1,210,3,999,0,1,93.918,-42.7,5228.1,1
17675,49,3,1,2,1,2,1,2,2,1,126,8,999,0,1,93.918,-42.7,5228.1,1
17676,54,9,1,5,,1,1,1,2,1,125,2,999,0,1,93.918,-42.7,5228.1,1
17677,39,1,2,2,1,2,1,2,2,1,215,3,999,0,1,93.918,-42.7,5228.1,1
17678,50,3,2,4,1,1,2,1,2,1,173,8,999,0,1,93.918,-42.7,5228.1,1
17679,49,2,3,6,,2,1,1,2,1,786,4,999,0,1,93.918,-42.7,5228.1,1
17680,47,9,1,5,,1,1,1,2,2,38,16,999,0,1,93.918,-42.7,5228.1,1
17681,57,6,1,2,1,1,1,1,2,2,193,9,999,0,1,93.918,-42.7,5228.1,1
17682,50,2,1,3,,2,1,1,2,2,215,3,999,0,1,93.918,-42.7,5228.1,1
17683,43,2,1,3,1,2,2,1,2,2,393,2,999,0,1,93.918,-42.7,5228.1,1
17684,53,6,3,1,1,2,1,1,2,2,62,4,999,0,1,93.918,-42.7,5228.1,1
17685,38,8,1,2,1,2,1,2,2,2,121,5,999,0,1,93.918,-42.7,5228.1,1
17686,55,7,3,1,1,1,1,2,2,2,345,16,999,0,1,93.918,-42.7,5228.1,1
17687,45,3,1,2,1,2,1,1,2,2,88,5,999,0,1,93.918,-42.7,5228.1,1
17688,53,3,1,4,1,1,2,1,2,2,178,11,999,0,1,93.918,-42.7,5228.1,1
17689,39,1,3,2,1,1,1,1,2,2,858,6,999,0,1,93.918,-42.7,5228.1,1
17690,55,2,3,5,1,2,1,1,2,2,82,3,999,0,1,93.918,-42.7,5228.1,1
17691,50,8,1,2,1,2,1,1,2,2,119,6,999,0,1,93.918,-42.7,5228.1,1
17692,32,2,2,2,1,1,1,2,2,2,480,8,999,0,1,93.918,-42.7,5228.1,1
17693,42,3,2,4,1,2,1,1,2,2,179,6,999,0,1,93.918,-42.7,5228.1,1
17694,35,1,2,,1,2,1,1,2,2,95,4,999,0,1,93.918,-42.7,5228.1,1
17695,46,1,2,1,1,2,2,1,2,2,62,7,999,0,1,93.918,-42.7,5228.1,1
17696,47,3,2,,1,1,1,1,2,2,117,2,999,0,1,93.918,-42.7,5228.1,1
17697,38,10,1,5,,2,1,1,2,2,176,20,999,0,1,93.918,-42.7,5228.1,1
17698,57,1,1,4,1,2,1,1,2,2,47,7,999,0,1,93.918,-42.7,5228.1,1
17699,42,4,2,,,2,1,2,2,2,105,7,999,0,1,93.918,-42.7,5228.1,1
17700,47,1,1,2,,2,2,1,2,2,10,22,999,0,1,93.918,-42.7,5228.1,1
17701,29,3,2,4,1,2,1,1,2,2,62,3,999,0,1,93.918,-42.7,5228.1,1
17702,57,1,1,1,,2,2,2,2,2,168,1,999,0,1,93.918,-42.7,5228.1,1
17703,39,1,2,1,1,1,1,1,2,2,60,1,999,0,1,93.918,-42.7,5228.1,1
17704,53,3,2,4,1,1,1,1,2,2,114,1,999,0,1,93.918,-42.7,5228.1,1
17705,55,3,1,3,,2,1,1,2,2,234,4,999,0,1,93.918,-42.7,5228.1,1
17706,45,5,3,1,1,2,2,1,2,2,192,1,999,0,1,93.918,-42.7,5228.1,1
17707,53,2,1,2,1,2,1,1,2,2,118,7,999,0,1,93.918,-42.7,5228.1,1
17708,51,4,1,2,,1,1,1,2,2,158,1,999,0,1,93.918,-42.7,5228.1,1
17709,31,2,2,4,1,1,2,2,2,2,186,1,999,0,1,93.918,-42.7,5228.1,1
17710,35,1,1,1,1,2,2,1,2,2,82,20,999,0,1,93.918,-42.7,5228.1,1
17711,42,4,3,2,1,2,2,1,2,2,148,14,999,0,1,93.918,-42.7,5228.1,1
17712,43,1,1,2,1,1,1,1,2,2,215,5,999,0,1,93.918,-42.7,5228.1,1
17713,36,1,1,1,1,2,1,1,2,2,54,1,999,0,1,93.918,-42.7,5228.1,1
17714,50,5,3,2,1,1,1,1,2,2,36,1,999,0,1,93.918,-42.7,5228.1,1
17715,46,1,2,1,1,2,2,1,2,2,146,1,999,0,1,93.918,-42.7,5228.1,1
17716,54,9,1,4,1,1,1,1,2,2,604,2,999,0,1,93.918,-42.7,5228.1,1
17717,33,7,1,1,1,2,1,1,2,2,303,1,999,0,1,93.918,-42.7,5228.1,1
17718,57,,1,,,1,1,1,2,2,156,4,999,0,1,93.918,-42.7,5228.1,1
17719,48,6,1,5,,1,1,1,2,2,32,4,999,0,1,93.918,-42.7,5228.1,1
17720,36,1,1,1,,2,1,1,2,2,874,1,999,0,1,93.918,-42.7,5228.1,2
17721,41,4,1,,1,1,1,1,2,2,99,6,999,0,1,93.918,-42.7,5228.1,1
17722,60,6,3,5,1,2,1,2,2,2,50,1,999,0,1,93.918,-42.7,5228.1,1
17723,53,2,3,5,1,2,1,1,2,2,648,2,999,0,1,93.918,-42.7,5228.1,2
17724,54,5,1,1,1,2,2,2,2,2,44,1,999,0,1,93.918,-42.7,5228.1,1
17725,36,3,1,4,1,1,1,1,2,2,71,2,999,0,1,93.918,-42.7,5228.1,1
17726,43,1,1,1,1,2,1,1,2,2,101,3,999,0,1,93.918,-42.7,5228.1,1
17727,36,2,1,6,1,2,1,1,2,2,109,1,999,0,1,93.918,-42.7,5228.1,1
17728,43,5,3,1,1,2,1,1,2,2,76,1,999,0,1,93.918,-42.7,5228.1,1
17729,49,1,2,1,1,1,1,1,2,2,90,4,999,0,1,93.918,-42.7,5228.1,1
17730,54,5,1,1,1,1,2,1,2,2,218,1,999,0,1,93.918,-42.7,5228.1,1
17731,36,2,1,6,1,1,1,1,2,2,164,1,999,0,1,93.918,-42.7,5228.1,1
17732,47,3,1,3,1,,,1,2,2,1569,1,999,0,1,93.918,-42.7,5228.1,1
17733,57,1,1,1,1,2,1,2,2,2,7,4,999,0,1,93.918,-42.7,5228.1,1
17734,45,8,3,1,1,1,1,1,2,2,69,4,999,0,1,93.918,-42.7,5228.1,1
17735,55,7,3,1,1,1,1,1,2,2,122,5,999,0,1,93.918,-42.7,5228.1,1
17736,57,1,3,2,,2,1,1,2,2,162,1,999,0,1,93.918,-42.7,5228.1,1
17737,54,9,3,5,1,,,1,2,2,179,2,999,0,1,93.918,-42.7,5228.1,1
17738,42,5,1,2,,1,1,1,2,2,179,5,999,0,1,93.918,-42.7,5228.1,1
17739,54,2,1,7,,2,2,1,2,2,83,1,999,0,1,93.918,-42.7,5228.1,1
17740,59,6,3,1,,2,1,1,2,2,165,1,999,0,1,93.918,-42.7,5228.1,1
17741,50,4,1,2,1,1,1,1,2,2,301,1,999,0,1,93.918,-42.7,5228.1,1
17742,59,6,3,1,,2,1,1,2,2,466,1,999,0,1,93.918,-42.7,5228.1,1
17743,50,4,1,2,1,2,1,1,2,2,117,1,999,0,1,93.918,-42.7,5228.1,1
17744,47,4,3,4,1,2,1,2,2,2,165,1,999,0,1,93.918,-42.7,5228.1,1
17745,44,2,1,,,1,2,1,2,2,25,21,999,0,1,93.918,-42.7,5228.1,1
17746,47,4,3,4,1,1,1,1,2,2,318,1,999,0,1,93.918,-42.7,5228.1,1
17747,46,1,1,1,,2,1,1,2,2,112,2,999,0,1,93.918,-42.7,5228.1,1
17748,45,9,1,5,1,2,1,1,2,2,241,4,999,0,1,93.918,-42.7,5228.1,1
17749,52,7,3,2,,2,1,1,2,2,710,1,999,0,1,93.918,-42.7,5228.1,2
17750,55,2,3,3,1,2,2,1,2,2,80,1,999,0,1,93.918,-42.7,5228.1,1
17751,50,3,1,4,,2,1,1,2,2,116,1,999,0,1,93.918,-42.7,5228.1,1
17752,55,6,3,2,1,2,1,1,2,2,609,3,999,0,1,93.918,-42.7,5228.1,1
17753,50,3,1,4,,1,2,1,2,2,106,1,999,0,1,93.918,-42.7,5228.1,1
17754,54,9,1,5,,1,1,1,2,2,164,4,999,0,1,93.918,-42.7,5228.1,1
17755,49,9,3,5,,2,1,1,2,2,129,1,999,0,1,93.918,-42.7,5228.1,1
17756,47,4,3,5,1,1,1,1,2,2,149,2,999,0,1,93.918,-42.7,5228.1,1
17757,60,6,3,5,1,2,1,1,2,2,600,1,999,0,1,93.918,-42.7,5228.1,2
17758,46,1,2,1,1,1,1,1,2,2,206,2,999,0,1,93.918,-42.7,5228.1,1
17759,60,6,3,2,,2,2,1,2,2,102,2,999,0,1,93.918,-42.7,5228.1,1
17760,42,1,1,3,,1,1,2,2,2,75,1,999,0,1,93.918,-42.7,5228.1,1
17761,53,3,3,4,1,1,1,1,2,2,124,1,999,0,1,93.918,-42.7,5228.1,1
17762,53,7,1,1,,2,1,1,2,2,893,1,999,0,1,93.918,-42.7,5228.1,2
17763,47,4,2,2,1,2,1,1,2,2,43,1,999,0,1,93.918,-42.7,5228.1,1
17764,42,1,1,3,,1,2,1,2,2,336,1,999,0,1,93.918,-42.7,5228.1,1
17765,50,,1,,,2,1,1,2,2,112,1,999,0,1,93.918,-42.7,5228.1,1
17766,30,4,1,3,1,1,1,1,2,2,70,2,999,0,1,93.918,-42.7,5228.1,1
17767,46,1,1,1,,2,1,1,2,2,55,2,999,0,1,93.918,-42.7,5228.1,1
17768,47,4,2,2,1,1,1,1,2,2,293,1,999,0,1,93.918,-42.7,5228.1,1
17769,41,1,1,1,1,1,1,1,2,2,184,2,999,0,1,93.918,-42.7,5228.1,1
17770,50,,1,,,2,1,2,2,2,237,1,999,0,1,93.918,-42.7,5228.1,1
17771,60,3,1,4,,1,1,1,2,2,82,1,999,0,1,93.918,-42.7,5228.1,1
17772,43,4,1,1,1,2,1,1,2,2,135,1,999,0,1,93.918,-42.7,5228.1,1
17773,44,2,1,,,2,1,1,2,2,299,4,999,0,1,93.918,-42.7,5228.1,1
17774,43,1,1,1,1,2,1,1,2,2,24,1,999,0,1,93.918,-42.7,5228.1,1
17775,43,1,1,1,1,1,1,1,2,2,497,1,999,0,1,93.918,-42.7,5228.1,1
17776,36,1,1,1,,1,1,1,2,2,97,1,999,0,1,93.918,-42.7,5228.1,1
17777,38,4,1,2,1,2,1,1,2,2,55,1,999,0,1,93.918,-42.7,5228.1,1
17778,41,1,1,2,1,2,1,1,2,2,60,3,999,0,1,93.918,-42.7,5228.1,1
17779,39,1,2,2,1,1,1,1,2,2,48,2,999,0,1,93.918,-42.7,5228.1,1
17780,54,1,3,,1,1,1,1,2,2,109,2,999,0,1,93.918,-42.7,5228.1,1
17781,34,9,1,1,1,1,1,1,2,2,132,1,999,0,1,93.918,-42.7,5228.1,1
17782,46,9,3,4,,1,1,1,2,2,167,2,999,0,1,93.918,-42.7,5228.1,1
17783,43,1,1,2,1,2,1,1,2,2,197,1,999,0,1,93.918,-42.7,5228.1,1
17784,46,1,1,2,1,2,1,1,2,2,98,6,999,0,1,93.918,-42.7,5228.1,1
17785,45,1,1,1,1,1,1,1,2,2,345,4,999,0,1,93.918,-42.7,5228.1,1
17786,48,4,1,2,,1,1,1,2,2,165,1,999,0,1,93.918,-42.7,5228.1,1
17787,57,1,2,1,1,2,1,1,2,2,69,1,999,0,1,93.918,-42.7,5228.1,1
17788,60,3,1,4,,1,1,2,2,2,55,15,999,0,1,93.918,-42.7,5228.1,1
17789,43,1,1,2,1,1,1,2,2,2,647,1,999,0,1,93.918,-42.7,5228.1,1
17790,57,1,2,1,1,1,1,1,2,2,105,1,999,0,1,93.918,-42.7,5228.1,1
17791,57,1,2,1,1,2,1,1,2,2,33,1,999,0,1,93.918,-42.7,5228.1,1
17792,50,3,2,5,,2,1,1,2,2,96,5,999,0,1,93.918,-42.7,5228.1,1
17793,54,5,1,1,1,2,1,1,2,2,100,2,999,0,1,93.918,-42.7,5228.1,1
17794,47,2,2,,1,2,1,1,2,2,91,2,999,0,1,93.918,-42.7,5228.1,1
17795,36,4,1,2,,1,2,1,2,2,285,2,999,0,1,93.918,-42.7,5228.1,1
17796,35,1,1,4,1,1,1,1,2,2,214,1,999,0,1,93.918,-42.7,5228.1,1
17797,53,2,3,5,1,2,1,1,2,2,155,1,999,0,1,93.918,-42.7,5228.1,1
17798,53,2,3,5,1,1,1,1,2,2,64,1,999,0,1,93.918,-42.7,5228.1,1
17799,53,2,3,5,1,1,1,1,2,2,305,1,999,0,1,93.918,-42.7,5228.1,1
17800,58,3,3,,,2,1,1,2,2,261,4,999,0,1,93.918,-42.7,5228.1,1
17801,53,2,3,5,1,1,2,1,2,2,446,1,999,0,1,93.918,-42.7,5228.1,1
17802,51,3,1,4,1,2,1,1,2,2,248,2,999,0,1,93.918,-42.7,5228.1,1
17803,58,1,1,2,,2,1,1,2,2,103,1,999,0,1,93.918,-42.7,5228.1,1
17804,50,3,2,1,,1,1,1,2,2,86,2,999,0,1,93.918,-42.7,5228.1,1
17805,38,9,1,5,,,,1,2,2,105,3,999,0,1,93.918,-42.7,5228.1,1
17806,56,4,3,2,1,1,1,1,2,2,57,3,999,0,1,93.918,-42.7,5228.1,1
17807,56,4,3,1,1,1,1,1,2,2,221,3,999,0,1,93.918,-42.7,5228.1,1
17808,33,1,1,1,1,1,1,1,2,2,2516,1,999,0,1,93.918,-42.7,5228.1,2
17809,48,9,1,5,,2,2,1,2,2,72,3,999,0,1,93.918,-42.7,5228.1,1
17810,56,6,1,1,,1,1,1,2,2,361,3,999,0,1,93.918,-42.7,5228.1,1
17811,47,1,1,2,1,2,1,1,2,2,247,2,999,0,1,93.918,-42.7,5228.1,1
17812,29,4,3,2,,1,1,1,2,2,145,2,999,0,1,93.918,-42.7,5228.1,1
17813,26,8,1,1,1,2,1,1,2,2,146,2,999,0,1,93.918,-42.7,5228.1,1
