idade,qtd_contatos_campanha,qtd_contatos_total,indice_precos_consumidor,indice_confianca_consumidor,campanha_anterior_inteiros,educacao_inteiros,emprestimo_moradia_inteiros,inadimplente_inteiros,emprestimo_pessoal_inteiros,meio_contato_inteiros,mes_inteiros,dia_da_semana_inteiros,profissao_inteiros,estado_civil_inteiros,resultado
31,5,0,93.918,-42.7,1,2,0,0,0,1,3,4,0,0,0
45,2,0,93.918,-42.7,1,6,0,0,0,0,3,4,0,0,0
36,4,0,93.918,-42.7,1,2,1,0,0,0,3,4,10,0,0
52,4,0,93.918,-42.7,1,5,0,0,0,0,3,4,10,0,0
46,5,0,93.918,-42.7,1,2,0,0,0,0,3,4,9,1,0
37,11,0,93.918,-42.7,1,2,1,0,0,0,3,4,0,2,0
37,2,0,93.918,-42.7,1,2,1,0,0,0,3,4,0,2,0
40,12,0,93.918,-42.7,1,2,0,0,0,1,3,4,5,0,0
33,5,0,93.918,-42.7,1,1,1,0,1,0,3,4,10,0,0
35,3,0,93.918,-42.7,1,2,1,0,0,0,3,4,9,0,0
55,7,0,93.918,-42.7,1,6,0,0,1,1,3,4,5,1,0
30,7,0,93.918,-42.7,1,5,1,0,0,0,3,4,2,0,0
43,5,0,93.918,-42.7,1,2,0,0,0,0,3,4,0,0,0
48,3,0,93.918,-42.7,1,1,0,0,0,1,3,4,10,0,0
44,11,0,93.918,-42.7,1,5,1,0,0,1,3,4,2,2,1
43,3,0,93.918,-42.7,1,5,1,0,0,0,3,4,1,0,0
38,9,0,93.918,-42.7,1,6,1,0,0,0,3,4,7,1,0
37,4,0,93.918,-42.7,1,2,1,0,0,0,3,4,0,2,0
37,6,0,93.918,-42.7,1,2,0,0,1,0,3,4,0,2,0
26,4,0,93.918,-42.7,1,2,0,0,0,0,3,4,3,0,0
51,1,0,93.918,-42.7,1,5,1,0,0,0,3,4,2,1,0
53,3,0,93.918,-42.7,1,2,0,0,1,0,3,4,9,0,0
30,9,0,93.918,-42.7,1,6,1,0,0,1,3,4,0,1,0
46,3,0,93.918,-42.7,1,6,0,0,0,0,3,4,0,0,0
58,24,0,93.918,-42.7,1,1,0,0,0,0,3,4,1,1,0
25,6,0,93.918,-42.7,1,2,0,0,1,0,3,4,0,2,0
31,8,0,93.918,-42.7,1,1,0,0,0,0,3,4,2,2,0
45,5,0,93.918,-42.7,1,6,0,0,0,0,3,4,0,0,0
30,11,0,93.918,-42.7,1,6,0,0,0,1,3,4,0,2,0
46,6,0,93.918,-42.7,1,6,0,0,0,1,3,4,0,0,0
37,5,0,93.918,-42.7,1,2,1,0,0,0,3,4,0,2,0
30,6,0,93.918,-42.7,1,2,1,0,0,0,3,4,2,2,0
30,19,0,93.918,-42.7,1,1,0,0,0,0,3,4,10,0,0
37,8,0,93.918,-42.7,1,2,0,0,0,0,3,4,0,2,0
52,4,0,93.918,-42.7,1,6,1,0,0,0,3,4,0,0,0
34,4,0,93.918,-42.7,1,2,1,0,0,0,3,4,2,2,0
32,14,0,93.918,-42.7,1,2,0,0,0,0,3,4,0,0,0
47,10,0,93.918,-42.7,1,6,0,0,0,1,3,4,1,0,0
35,23,0,93.918,-42.7,1,6,1,0,0,0,3,4,7,2,0
38,30,0,93.918,-42.7,1,6,1,0,0,0,3,4,0,0,0
40,3,0,93.918,-42.7,1,4,1,0,0,1,3,4,4,0,0
37,4,0,93.918,-42.7,1,2,1,0,0,1,3,4,0,2,0
27,6,0,93.918,-42.7,1,5,1,0,1,0,3,4,9,2,0
31,13,0,93.918,-42.7,1,1,1,0,0,0,3,4,2,2,0
30,21,0,93.918,-42.7,1,6,0,0,0,1,3,4,5,2,0
34,6,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,2,0
45,4,0,93.918,-42.7,1,6,0,0,0,0,3,0,0,0,0
48,7,0,93.918,-42.7,1,5,1,0,0,0,3,0,5,0,0
26,8,0,93.918,-42.7,1,6,1,0,0,0,3,0,9,2,0
55,4,0,93.918,-42.7,1,5,1,0,0,1,3,0,9,0,0
28,4,0,93.918,-42.7,1,6,1,0,1,0,3,0,7,0,0
40,5,0,93.918,-42.7,1,2,1,0,0,0,3,0,0,2,0
31,3,0,93.918,-42.7,1,2,1,0,0,0,3,0,4,2,0
44,5,0,93.918,-42.7,1,4,1,0,0,0,3,0,2,0,0
46,11,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,0,0
26,2,0,93.918,-42.7,1,2,1,0,0,0,3,0,9,2,0
42,6,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,0,0
29,2,0,93.918,-42.7,1,2,1,0,1,0,3,0,2,0,0
40,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,3,1,0
45,1,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,0,0
39,1,0,93.918,-42.7,1,6,1,0,1,0,3,0,0,2,0
32,20,0,93.918,-42.7,1,5,1,0,0,0,3,0,9,2,0
39,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,2,0
56,1,0,93.918,-42.7,1,4,1,0,0,1,3,0,1,0,0
39,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,2,0
37,2,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,2,0
39,1,0,93.918,-42.7,1,2,1,0,0,1,3,0,0,0,0
50,2,0,93.918,-42.7,1,2,1,0,0,0,3,0,9,2,0
49,1,0,93.918,-42.7,1,5,0,0,0,0,3,0,0,1,0
49,1,0,93.918,-42.7,1,5,1,0,0,0,3,0,0,1,0
32,8,0,93.918,-42.7,1,6,0,0,1,0,3,0,0,0,0
56,1,0,93.918,-42.7,1,4,0,0,0,0,3,0,1,0,0
50,1,0,93.918,-42.7,1,4,0,0,1,0,3,0,9,1,1
37,5,0,93.918,-42.7,1,6,0,0,1,0,3,0,0,2,0
33,1,0,93.918,-42.7,1,6,1,0,1,1,3,0,10,0,0
38,1,0,93.918,-42.7,1,6,1,0,1,0,3,0,10,0,0
38,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,2,0
58,1,0,93.918,-42.7,1,5,1,0,0,0,3,0,10,0,0
58,1,0,93.918,-42.7,1,5,0,0,0,0,3,0,10,0,0
46,1,0,93.918,-42.7,1,6,1,0,1,0,3,0,0,0,0
46,1,0,93.918,-42.7,1,2,1,0,0,0,3,0,9,1,0
40,2,0,93.918,-42.7,1,4,1,0,0,0,3,0,4,0,0
23,1,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,0,1
29,1,0,93.918,-42.7,1,2,0,0,0,1,3,0,0,2,0
39,1,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,1,0
45,1,0,93.918,-42.7,1,1,1,0,0,0,3,0,0,2,0
36,4,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,0,0
24,1,0,93.918,-42.7,1,3,1,0,1,0,3,0,2,2,0
30,4,0,93.918,-42.7,1,6,1,0,1,0,3,0,5,2,0
45,1,0,93.918,-42.7,1,5,1,0,0,0,3,0,2,0,0
27,4,0,93.918,-42.7,1,5,0,0,0,1,3,0,9,2,0
41,1,0,93.918,-42.7,1,4,1,0,1,1,3,0,2,0,0
36,2,0,93.918,-42.7,1,2,1,0,0,0,3,0,0,0,0
44,1,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,1,0
52,2,0,93.918,-42.7,1,6,0,0,0,0,3,0,7,0,0
28,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,8,0,0
43,1,0,93.918,-42.7,1,2,1,0,0,0,3,0,0,0,0
58,1,0,93.918,-42.7,1,6,1,0,0,1,3,0,5,0,0
42,1,0,93.918,-42.7,1,6,1,0,1,1,3,0,7,0,0
32,3,0,93.918,-42.7,1,1,1,0,0,0,3,0,0,0,0
28,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,8,0,0
40,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,1,0
50,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,0,0
58,1,0,93.918,-42.7,1,6,0,0,0,0,3,0,5,0,0
30,1,0,93.918,-42.7,1,2,1,0,0,0,3,0,0,2,0
55,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,5,1,0
28,19,0,93.918,-42.7,1,6,1,0,0,1,3,0,8,2,0
25,4,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,2,0
39,8,0,93.918,-42.7,1,6,1,0,0,0,3,0,10,0,0
43,1,0,93.918,-42.7,1,2,1,0,1,0,3,0,0,0,0
33,1,0,93.918,-42.7,1,6,0,0,0,0,3,0,0,0,0
28,2,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,2,0
34,1,0,93.918,-42.7,1,1,1,0,0,0,3,0,10,0,0
34,1,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,0,0
37,22,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,0,0
44,1,0,93.918,-42.7,1,2,1,0,1,0,3,0,0,0,0
28,1,0,93.918,-42.7,1,1,1,0,0,0,3,0,10,2,0
52,8,0,93.918,-42.7,1,3,1,0,0,0,3,0,2,1,0
24,1,0,93.918,-42.7,1,5,1,0,0,0,3,0,2,2,0
36,29,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,2,0
24,1,0,93.918,-42.7,1,5,1,0,0,0,3,0,2,2,0
50,1,0,93.918,-42.7,1,2,1,0,0,1,3,0,9,2,0
36,1,0,93.918,-42.7,1,2,1,0,0,0,3,0,3,2,0
56,1,0,93.918,-42.7,1,6,0,0,1,1,3,0,7,0,0
36,1,0,93.918,-42.7,1,2,1,0,0,0,3,0,3,2,0
40,5,0,93.918,-42.7,1,6,0,0,0,0,3,0,3,1,0
50,1,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,2,0
40,2,0,93.918,-42.7,1,6,1,0,0,0,3,0,3,1,1
44,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,2,0
33,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,7,2,0
46,2,0,93.918,-42.7,1,6,0,0,0,0,3,0,0,0,0
28,3,0,93.918,-42.7,1,6,0,0,0,0,3,0,8,0,0
31,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,0,0
35,2,0,93.918,-42.7,1,1,1,0,0,0,3,0,2,0,0
35,1,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,0,1
31,4,0,93.918,-42.7,1,2,1,0,0,0,3,0,4,2,0
30,1,0,93.918,-42.7,1,5,0,0,0,0,3,0,2,0,1
25,2,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,2,0
50,9,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,2,0
33,2,0,93.918,-42.7,1,2,0,0,0,0,3,0,6,0,0
41,1,0,93.918,-42.7,1,1,0,0,0,1,3,0,10,1,0
53,1,0,93.918,-42.7,1,4,0,0,0,0,3,0,2,0,0
36,6,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,0,0
41,1,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,1,0
33,6,0,93.918,-42.7,1,1,1,0,0,0,3,0,10,0,0
32,2,0,93.918,-42.7,1,6,1,0,1,0,3,0,2,2,0
44,2,0,93.918,-42.7,1,6,1,0,0,1,3,0,10,2,0
25,1,0,93.918,-42.7,1,5,1,0,0,0,3,0,9,2,0
32,3,0,93.918,-42.7,1,6,0,0,0,0,3,0,0,0,1
32,2,0,93.918,-42.7,1,1,1,0,0,0,3,0,10,2,0
40,4,0,93.918,-42.7,1,2,0,0,0,0,3,0,7,2,0
31,1,0,93.918,-42.7,1,2,1,0,0,1,3,0,2,2,0
25,3,0,93.918,-42.7,1,6,1,0,1,0,3,0,6,2,0
25,1,0,93.918,-42.7,1,5,0,0,1,0,3,0,9,2,0
41,2,0,93.918,-42.7,1,4,0,0,0,1,3,0,4,0,0
31,1,0,93.918,-42.7,1,2,0,0,1,0,3,0,2,2,0
33,3,0,93.918,-42.7,1,2,0,0,1,0,3,0,6,0,0
31,4,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,2,0
51,3,0,93.918,-42.7,1,1,1,0,0,0,3,0,10,0,0
24,2,0,93.918,-42.7,1,5,1,0,0,0,3,0,2,2,0
25,1,0,93.918,-42.7,1,5,1,0,0,0,3,0,9,2,0
29,4,0,93.918,-42.7,1,6,1,0,0,0,3,0,6,2,0
30,15,0,93.918,-42.7,1,6,1,0,0,0,3,0,10,2,0
51,3,0,93.918,-42.7,1,2,1,0,0,0,3,0,4,0,0
52,2,0,93.918,-42.7,1,5,0,0,0,0,3,0,0,0,1
41,2,0,93.918,-42.7,1,2,0,0,1,0,3,0,9,1,0
55,4,0,93.918,-42.7,1,1,0,0,0,1,3,0,5,1,0
33,2,0,93.918,-42.7,1,5,1,0,0,0,3,0,2,1,1
57,4,0,93.918,-42.7,1,6,0,0,0,0,3,0,0,2,0
28,3,0,93.918,-42.7,1,6,1,0,1,0,3,0,8,0,0
33,4,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,0,0
25,1,0,93.918,-42.7,1,5,1,0,0,0,3,0,9,2,1
32,2,0,93.918,-42.7,1,1,1,0,0,1,3,0,0,0,0
34,8,0,93.918,-42.7,1,1,1,0,0,0,3,0,10,2,0
30,16,0,93.918,-42.7,1,5,0,0,1,1,3,0,2,0,0
35,2,0,93.918,-42.7,1,2,1,0,0,0,3,0,9,0,0
25,2,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,2,0
31,2,0,93.918,-42.7,1,2,1,0,0,0,3,0,0,0,0
35,2,0,93.918,-42.7,1,2,1,0,0,0,3,0,9,0,0
34,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,8,2,0
34,1,0,93.918,-42.7,1,6,0,0,0,0,3,0,8,2,0
36,8,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,0,0
34,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,8,2,0
48,6,0,93.918,-42.7,1,4,0,0,0,0,3,0,9,0,0
32,2,0,93.918,-42.7,1,2,0,0,0,0,3,0,2,0,0
37,2,0,93.918,-42.7,1,2,1,0,1,1,3,0,0,0,1
40,5,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,0,0
48,5,0,93.918,-42.7,1,1,0,0,1,0,3,0,10,0,0
34,1,0,93.918,-42.7,1,6,0,0,0,0,3,0,8,2,1
44,18,0,93.918,-42.7,1,5,1,0,0,0,3,0,2,2,0
37,2,0,93.918,-42.7,1,2,0,0,0,1,3,0,0,2,0
36,7,0,93.918,-42.7,1,5,0,0,0,1,3,0,2,1,0
55,2,0,93.918,-42.7,1,1,1,0,0,0,3,0,2,0,0
36,13,0,93.918,-42.7,1,2,1,0,0,0,3,0,0,0,0
31,2,0,93.918,-42.7,1,1,1,0,0,0,3,0,2,0,1
48,2,0,93.918,-42.7,1,5,1,0,0,0,3,0,5,0,0
40,5,0,93.918,-42.7,1,6,1,0,0,0,3,0,8,0,0
29,3,0,93.918,-42.7,1,2,1,0,0,0,3,0,9,2,0
39,1,0,93.918,-42.7,1,6,0,0,0,0,3,0,10,2,0
48,7,0,93.918,-42.7,1,1,1,0,0,1,3,0,10,1,0
25,7,0,93.918,-42.7,1,2,0,0,0,1,3,0,0,0,0
56,5,0,93.918,-42.7,1,2,0,0,1,0,3,0,9,2,0
32,1,0,93.918,-42.7,1,2,1,0,0,0,3,0,0,0,0
36,4,0,93.918,-42.7,1,2,0,0,0,0,3,0,10,0,0
50,7,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,2,0
44,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,0,0
30,3,0,93.918,-42.7,1,6,1,0,1,0,3,0,3,2,0
33,10,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,0,0
44,1,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,0,0
30,7,0,93.918,-42.7,1,2,1,0,0,0,3,0,2,2,0
39,2,0,93.918,-42.7,1,6,1,0,1,0,3,0,10,0,0
44,3,0,93.918,-42.7,1,2,0,0,0,1,3,0,0,0,0
41,3,0,93.918,-42.7,1,6,0,0,0,0,3,0,7,0,0
25,11,0,93.918,-42.7,1,2,1,0,0,0,3,0,0,2,0
33,2,0,93.918,-42.7,1,1,1,0,0,0,3,0,0,2,0
45,4,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,0,0
30,3,0,93.918,-42.7,1,2,0,0,1,0,3,0,0,2,0
24,3,0,93.918,-42.7,1,6,0,0,1,0,3,0,10,2,0
34,5,0,93.918,-42.7,1,2,1,0,1,0,3,0,3,0,0
38,5,0,93.918,-42.7,1,2,1,0,0,0,3,0,4,0,0
56,3,0,93.918,-42.7,1,3,0,0,1,0,3,0,1,1,0
35,3,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,2,0
58,2,0,93.918,-42.7,1,1,0,0,0,0,3,0,1,1,0
31,7,0,93.918,-42.7,1,6,1,0,1,0,3,0,3,1,0
46,10,0,93.918,-42.7,1,2,1,0,1,0,3,0,9,0,0
31,2,0,93.918,-42.7,1,5,0,0,1,0,3,0,2,2,0
36,6,0,93.918,-42.7,1,6,0,0,0,0,3,0,8,2,1
29,5,0,93.918,-42.7,1,6,1,0,0,0,3,0,10,0,0
58,3,0,93.918,-42.7,1,5,0,0,0,0,3,0,7,0,0
42,3,0,93.918,-42.7,1,6,0,0,0,0,3,0,8,0,0
37,4,0,93.918,-42.7,1,1,1,0,0,1,3,0,10,0,0
35,2,0,93.918,-42.7,1,6,1,0,0,0,3,0,8,2,0
39,8,0,93.918,-42.7,1,1,1,0,0,1,3,0,8,0,0
34,1,0,93.918,-42.7,1,2,0,0,0,1,3,0,9,0,0
33,4,0,93.918,-42.7,1,2,0,0,0,1,3,0,9,0,0
48,4,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,0,0
26,1,0,93.918,-42.7,1,6,0,0,1,0,3,0,7,2,0
56,4,0,93.918,-42.7,1,2,1,0,0,0,3,0,1,1,0
27,7,0,93.918,-42.7,1,2,1,0,0,1,3,0,2,2,0
36,2,0,93.918,-42.7,1,6,0,0,1,0,3,0,7,0,0
30,3,0,93.918,-42.7,1,5,1,0,0,0,3,0,9,2,0
37,1,0,93.918,-42.7,1,2,0,0,1,0,3,0,5,1,0
46,3,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,2,0
23,5,0,93.918,-42.7,1,2,1,0,0,0,3,0,6,2,0
23,1,0,93.918,-42.7,1,2,0,0,1,0,3,0,9,2,0
24,3,0,93.918,-42.7,1,2,1,0,1,0,3,0,0,2,0
58,3,0,93.918,-42.7,1,3,1,0,0,0,3,0,4,0,0
26,3,0,93.918,-42.7,1,2,0,0,0,0,3,0,2,0,0
46,3,0,93.918,-42.7,1,1,1,0,0,0,3,0,10,1,0
35,2,0,93.918,-42.7,1,6,0,0,0,0,3,0,0,0,1
39,6,0,93.918,-42.7,1,6,1,0,1,0,3,0,0,0,0
44,17,0,93.918,-42.7,1,2,1,0,0,0,3,0,0,1,0
30,3,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,2,0
43,4,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,1,1
40,3,0,93.918,-42.7,1,2,1,0,1,0,3,0,9,0,0
37,2,0,93.918,-42.7,1,2,1,0,0,0,3,0,9,2,0
40,3,0,93.918,-42.7,1,6,1,0,0,0,3,0,8,2,1
35,3,0,93.918,-42.7,1,6,0,0,0,1,3,0,8,0,0
39,6,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,0,0
42,3,0,93.918,-42.7,1,6,0,0,0,0,3,0,10,0,0
41,5,0,93.918,-42.7,1,6,0,0,0,1,3,0,7,0,0
44,6,0,93.918,-42.7,1,2,1,0,1,0,3,0,0,1,0
35,2,0,93.918,-42.7,1,1,1,0,1,0,3,0,10,0,0
24,4,0,93.918,-42.7,1,6,0,0,0,0,3,0,10,2,0
30,3,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,2,0
35,6,0,93.918,-42.7,1,5,0,0,0,0,3,0,2,0,0
56,5,0,93.918,-42.7,1,5,0,0,0,0,3,0,2,0,0
39,4,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,0,1
39,4,0,93.918,-42.7,1,2,0,0,0,0,3,0,9,2,0
32,8,0,93.918,-42.7,1,6,1,0,0,1,3,0,0,0,1
28,8,0,93.918,-42.7,1,2,1,0,1,1,3,0,9,0,0
48,3,0,93.918,-42.7,1,6,1,0,0,0,3,0,0,1,0
32,3,0,93.918,-42.7,1,6,0,0,0,0,3,0,7,2,1
51,3,0,93.918,-42.7,1,5,0,0,0,0,3,0,7,0,0
35,8,0,93.918,-42.7,1,3,0,0,0,0,3,0,2,0,0
45,3,0,93.918,-42.7,1,2,1,0,1,0,3,0,9,1,0
33,3,0,93.918,-42.7,1,1,1,0,0,0,3,0,9,0,0
42,10,0,93.918,-42.7,1,3,0,0,0,0,3,0,2,0,0
51,4,0,93.918,-42.7,1,5,1,0,0,0,3,0,7,0,0
37,3,0,93.918,-42.7,1,5,1,0,1,0,3,0,2,0,0
30,3,0,93.918,-42.7,1,2,1,0,0,1,3,0,0,2,0
32,4,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,0,0
40,11,0,93.918,-42.7,1,6,1,0,1,1,3,0,8,2,0
24,3,0,93.918,-42.7,1,5,1,0,0,0,3,0,2,2,0
33,7,0,93.918,-42.7,1,1,0,0,0,0,3,0,9,0,1
26,5,0,93.918,-42.7,1,6,0,0,0,1,3,0,0,2,0
35,8,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,0,0
33,3,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,1,0
36,4,0,93.918,-42.7,1,6,0,0,1,0,3,0,7,0,0
58,23,0,93.918,-42.7,1,3,1,0,0,0,3,0,1,0,0
27,3,0,93.918,-42.7,1,6,0,0,0,1,3,0,8,0,0
37,8,0,93.918,-42.7,1,1,1,0,0,0,3,0,4,2,0
39,3,0,93.918,-42.7,1,2,0,0,0,0,3,0,10,0,0
37,4,0,93.918,-42.7,1,1,1,0,0,0,3,0,2,0,0
46,3,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,1,0
36,10,0,93.918,-42.7,1,6,0,0,0,0,3,0,7,0,1
30,3,0,93.918,-42.7,1,6,0,0,0,1,3,0,0,2,0
31,20,0,93.918,-42.7,1,2,1,0,0,0,3,0,9,2,0
29,4,0,93.918,-42.7,1,2,1,0,1,0,3,0,0,2,0
32,4,0,93.918,-42.7,1,6,0,0,0,0,3,0,10,2,0
42,10,0,93.918,-42.7,1,3,0,0,0,0,3,0,2,0,0
22,3,0,93.918,-42.7,1,2,0,0,0,1,3,0,3,2,0
51,2,0,93.918,-42.7,1,5,1,0,0,1,3,0,7,0,0
36,2,0,93.918,-42.7,1,1,0,0,0,0,3,0,10,0,0
42,4,0,93.918,-42.7,1,3,1,0,0,0,3,0,2,0,1
38,3,0,93.918,-42.7,1,2,0,0,0,0,3,0,0,0,0
26,8,0,93.918,-42.7,1,2,0,0,1,0,3,0,2,2,0
40,4,0,93.918,-42.7,1,5,1,0,0,0,3,1,0,0,0
55,5,0,93.918,-42.7,1,1,1,0,1,0,3,1,10,0,0
44,11,0,93.918,-42.7,1,2,1,0,1,0,3,1,0,1,0
42,12,0,93.918,-42.7,1,6,1,0,0,1,3,1,0,0,0
32,4,0,93.918,-42.7,1,2,0,0,0,1,3,1,2,2,0
28,14,0,93.918,-42.7,1,2,0,0,0,0,3,1,9,0,0
28,10,0,93.918,-42.7,1,6,1,0,0,0,3,1,0,2,0
41,10,0,93.918,-42.7,1,6,0,0,0,0,3,1,8,1,0
41,5,0,93.918,-42.7,1,6,1,0,0,0,3,1,0,2,0
38,5,0,93.918,-42.7,1,2,0,0,0,0,3,1,0,0,0
54,2,0,93.918,-42.7,1,5,1,0,0,0,3,1,2,0,0
47,4,0,93.918,-42.7,1,5,1,0,1,1,3,1,0,0,0
37,6,0,93.918,-42.7,1,2,0,0,0,0,3,1,9,2,0
36,2,0,93.918,-42.7,1,5,0,0,0,0,3,1,2,0,0
35,5,0,93.918,-42.7,1,6,0,0,0,1,3,1,8,0,0
30,27,0,93.918,-42.7,1,2,0,0,0,0,3,1,0,2,0
34,3,0,93.918,-42.7,1,6,0,0,0,0,3,1,10,0,0
28,6,0,93.918,-42.7,1,2,1,0,0,0,3,1,0,2,0
42,17,0,93.918,-42.7,1,6,0,0,1,1,3,1,0,1,0
35,16,0,93.918,-42.7,1,2,1,0,1,0,3,1,0,2,0
28,6,0,93.918,-42.7,1,2,1,0,0,0,3,1,9,0,0
36,2,0,93.918,-42.7,1,6,0,0,0,0,3,1,3,0,0
30,4,0,93.918,-42.7,1,2,0,0,0,0,3,1,0,2,0
46,3,0,93.918,-42.7,1,1,1,0,0,0,3,1,10,1,0
37,2,0,93.918,-42.7,1,5,1,0,0,0,3,1,2,1,0
39,3,0,93.918,-42.7,1,6,1,0,0,0,3,1,0,0,0
37,3,0,93.918,-42.7,1,6,0,0,1,0,3,1,0,0,0
56,10,0,93.918,-42.7,1,2,1,0,0,0,3,1,1,1,0
37,3,0,93.918,-42.7,1,2,0,0,0,0,3,1,9,1,0
29,23,0,93.918,-42.7,1,6,0,0,0,0,3,1,10,0,0
37,2,0,93.918,-42.7,1,2,1,0,0,0,3,1,5,1,1
36,24,0,93.918,-42.7,1,2,1,0,0,0,3,1,2,2,0
33,5,0,93.918,-42.7,1,1,0,0,0,0,3,1,10,2,0
29,3,0,93.918,-42.7,1,2,0,0,1,0,3,1,0,2,0
39,2,0,93.918,-42.7,1,2,1,0,0,0,3,1,9,0,0
32,3,0,93.918,-42.7,1,2,1,0,0,0,3,1,2,2,0
43,3,0,93.918,-42.7,1,1,1,0,0,0,3,1,10,1,0
36,2,0,93.918,-42.7,1,6,1,0,0,0,3,1,7,0,0
40,3,0,93.918,-42.7,1,5,1,0,0,0,3,1,2,2,0
32,8,0,93.918,-42.7,1,6,0,0,1,0,3,1,0,2,0
33,4,0,93.918,-42.7,1,1,1,0,1,0,3,1,9,0,1
34,2,0,93.918,-42.7,1,6,0,0,0,0,3,1,10,0,0
29,3,0,93.918,-42.7,1,2,0,0,0,0,3,1,0,0,0
39,1,0,93.918,-42.7,1,2,0,0,0,0,3,1,10,0,0
35,3,0,93.918,-42.7,1,1,0,0,0,0,3,1,10,0,0
30,3,0,93.918,-42.7,1,6,1,0,0,0,3,1,0,2,0
42,14,0,93.918,-42.7,1,6,1,0,0,1,3,1,8,0,1
37,4,0,93.918,-42.7,1,5,1,0,0,0,3,1,2,1,1
35,3,0,93.918,-42.7,1,1,1,0,0,0,3,1,10,0,0
39,1,0,93.918,-42.7,1,2,1,0,0,0,3,1,10,0,0
39,1,0,93.918,-42.7,1,2,0,0,0,0,3,1,10,0,0
50,1,0,93.918,-42.7,1,2,0,0,0,0,3,1,10,0,0
52,1,0,93.918,-42.7,1,3,1,0,0,0,3,1,2,0,0
28,1,0,93.918,-42.7,1,6,0,0,0,0,3,1,0,2,0
27,1,0,93.918,-42.7,1,3,0,0,0,0,3,1,2,2,0
29,1,0,93.918,-42.7,1,6,0,0,0,0,3,1,0,2,0
27,1,0,93.918,-42.7,1,3,0,0,0,0,3,1,2,2,0
22,6,0,93.918,-42.7,1,2,0,0,0,0,3,1,3,2,0
48,1,0,93.918,-42.7,1,6,1,0,0,0,3,1,5,0,0
31,3,0,93.918,-42.7,1,2,1,0,0,0,3,1,2,2,0
45,1,0,93.918,-42.7,1,6,0,0,0,0,3,1,0,0,0
38,3,0,93.918,-42.7,1,2,0,0,1,0,3,1,0,0,0
48,1,0,93.918,-42.7,1,6,1,0,0,0,3,1,5,0,0
35,23,0,93.918,-42.7,1,1,0,0,1,0,3,1,10,0,0
36,5,0,93.918,-42.7,1,6,0,0,1,0,3,1,6,1,0
29,1,0,93.918,-42.7,1,6,1,0,0,0,3,1,0,2,0
